Index,Coments_norm,Estrelas SIA,Estrelas,Polarity Scores
1445,beautiful restaurant lounge wait table vacant well decorated also possible order starters drinks reasonable service attended serious waiter contrasting eventually passed table talking others charismatic personal impression overall welltrained team able provide great experience looking restaurant savory value dishes plentiful sharing 2 4 people prices starters vary 20 50 reais main courses 100 160 mistaken around 110 reais parmigiana fetuttine pomodoro magnifica served 3 people easily still leftovers,4,4,"{'neg': 0.048, 'neu': 0.705, 'pos': 0.247, 'compound': 0.9413}"
1446,recommendation dish corner mangrove delicious well served waiter josivaldo atracao part serves attentive good humored,5,5,"{'neg': 0.0, 'neu': 0.502, 'pos': 0.498, 'compound': 0.872}"
1447,exceeded expectations arrived two children sleeping promptly attended made bed impeccable service including suggestions suggested executive dish seen waiter said whole dish lots food wonderful dessert also received birthday cake trip fair price,4,5,"{'neg': 0.0, 'neu': 0.838, 'pos': 0.162, 'compound': 0.7184}"
1448,great service varied menu food 3 people well served pleasant comfortable environment,5,5,"{'neg': 0.0, 'neu': 0.354, 'pos': 0.646, 'compound': 0.9153}"
1449,good food plenty pleasant atmosphere everything simply delicious worth every penny fair price would come back many times,5,5,"{'neg': 0.0, 'neu': 0.48, 'pos': 0.52, 'compound': 0.9201}"
1450,meals service location ambience rating 10 tasty dishes well seasoned pastel shrimp exceptional shrimp parma risotto delicious well prepared service rating 1000 attentive efficient waiters fair price portion size quality dishes service menu main dishes enough 4 people executive options serve 2 people satisfactorily alone executive portion super plentiful take lunch boxes home suggest individual options worth visit christmas,4,5,"{'neg': 0.028, 'neu': 0.65, 'pos': 0.322, 'compound': 0.9601}"
1451,organized place beautiful pastries shrimp starters delicious big order large quantity otherwise face main course main course ordered good shrimp liked stuffed shrimp pepper pecans chestnuts things risotto accompaniment got little sick cheese still think condemnable dish even difficult choose vast menu options dishes spectacular dessert petit gateau really worth knowing camarao camarade style coconut bamboo good service,4,5,"{'neg': 0.075, 'neu': 0.677, 'pos': 0.249, 'compound': 0.9167}"
1452,wonderful place rio grande norte say best dish impeccable excellent service waiters dishes arrive quickly fresh table wonderful open store brasilia,5,5,"{'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.9559}"
1453,cozy place well organized excellent service entry exit customer order splendid deliciousmy family left satisfied,5,5,"{'neg': 0.0, 'neu': 0.47, 'pos': 0.53, 'compound': 0.9081}"
1454,cozy place dishes delicious plentiful dish serves 3 people well leftovers take hot,5,5,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.7003}"
1455,cozy restaurant organized great service 2 times always take someone know restaurant always love always lunch,5,4,"{'neg': 0.0, 'neu': 0.61, 'pos': 0.39, 'compound': 0.8519}"
1456,excellent restaurant delicious dishes well served congratulations maitre cleber excellent service start end giving suggestions menu choice wine family members left satisfied,5,5,"{'neg': 0.0, 'neu': 0.402, 'pos': 0.598, 'compound': 0.9694}"
1457,received recommendation friends read lot positive tripadvisor reviews parking front say wait maybe dinner sunday night took 5 minutes get table beautiful place imagine seen day impeccable service tempting menu search shrimp fish starter pastel shrimp strongly recommended friends shrimp jerimum suggested executive version well served 2 people interesting price unique tasty dish otherwise tastes like garlic person like set satisfied finished cup cream ice cream guava biscuits chestnut husband cocada beautiful mary knew dessert good big could pastel sweet delicious made want go back next day cocada wine menu variety prices,5,5,"{'neg': 0.0, 'neu': 0.622, 'pos': 0.378, 'compound': 0.9912}"
1458,good dishes reasonable service good atmosphere pleasant music get right choice secret dish,5,4,"{'neg': 0.0, 'neu': 0.524, 'pos': 0.476, 'compound': 0.8442}"
1459,pleasant atmosphere excellent service wonderful food well seasoned food fragrant tasty dessert petit gateau sweet divine milk everything impeccable loved thought fair price,5,5,"{'neg': 0.0, 'neu': 0.369, 'pos': 0.631, 'compound': 0.9766}"
1460,perfect service attentive waiters delicious dishes well made fresh ingredients pleasant atmosphere,5,5,"{'neg': 0.0, 'neu': 0.317, 'pos': 0.683, 'compound': 0.9337}"
1461,christmas spend restaurant food taste smell consistency everything perfect wonderful fair price,5,5,"{'neg': 0.0, 'neu': 0.481, 'pos': 0.519, 'compound': 0.8658}"
1462,everything good atmosphere food service mauricio birthday daughter got delicious cupcake,5,5,"{'neg': 0.0, 'neu': 0.577, 'pos': 0.423, 'compound': 0.765}"
1463,best restaurant life want eat well fair prices may afraid well served delicious dishes best place eaten far put coconut bamboo slippers,5,5,"{'neg': 0.0, 'neu': 0.43, 'pos': 0.57, 'compound': 0.9578}"
1464,beautiful place ponta negra christmas well served dishes ordering two people certainly three four exquisite dishes friendly service,5,5,"{'neg': 0.0, 'neu': 0.547, 'pos': 0.453, 'compound': 0.891}"
1465,although famous serves various dishes shrimp seafood shrimp restaurant also serves delicious vegan risotto addition excellent service food arrives quickly,4,5,"{'neg': 0.0, 'neu': 0.709, 'pos': 0.291, 'compound': 0.8126}"
1466,definitely missed trip worth excellent meal fair price great service,5,5,"{'neg': 0.105, 'neu': 0.191, 'pos': 0.703, 'compound': 0.91}"
1467,restaurant good variety fish shrimps bad air conditioning change table get cold spoil beautiful place unpleasant,3,3,"{'neg': 0.26, 'neu': 0.472, 'pos': 0.268, 'compound': 0.0516}"
1468,restaurant involves beautiful cozy atmosphere good music kind service wonderful dishes created affection care shine flavor experience simply enchanted five times week holidays congratulations restaurant gratitude opportunity obs let ask cocada maria beautiful tapioca ice cream,5,5,"{'neg': 0.0, 'neu': 0.356, 'pos': 0.644, 'compound': 0.991}"
1469,pleasant atmosphere great service great food plentiful dessert great sure great restaurant,5,5,"{'neg': 0.0, 'neu': 0.214, 'pos': 0.786, 'compound': 0.9719}"
1470,pleasant place excellent service wonderful food dishes well served delicious,5,5,"{'neg': 0.0, 'neu': 0.233, 'pos': 0.767, 'compound': 0.9477}"
1471,pleasant place tasty dishes well served excellent service highly recommend,5,5,"{'neg': 0.0, 'neu': 0.335, 'pos': 0.665, 'compound': 0.8977}"
1472,great experience excellent service pleasant atmosphere delicious food fair price recommend,5,5,"{'neg': 0.0, 'neu': 0.203, 'pos': 0.797, 'compound': 0.9618}"
1473,refined atmosphere design good taste delicious food well served loved discovering wonderful dishes highly recommend fantastic restaurant,5,5,"{'neg': 0.0, 'neu': 0.303, 'pos': 0.697, 'compound': 0.9718}"
1474,family chose rodizio shrimp wonderful many options view ponta negra simply perfect food good location great service super good company even better,5,5,"{'neg': 0.0, 'neu': 0.384, 'pos': 0.616, 'compound': 0.9753}"
1475,unique restaurant worth checking every detail starters great main courses even better desserts delicious short miss trip,5,5,"{'neg': 0.061, 'neu': 0.458, 'pos': 0.481, 'compound': 0.9001}"
1476,well located service cuts unparalleled quality liked recommend great restaurant christmas,5,5,"{'neg': 0.112, 'neu': 0.305, 'pos': 0.584, 'compound': 0.8519}"
1477,great service organized fast tables available lots people waiting waiters service also good fast lots varieties seafood dishes menu delicious food price level restaurant super recommend,5,5,"{'neg': 0.0, 'neu': 0.551, 'pos': 0.449, 'compound': 0.9524}"
1478,shrimp fish dishes tasty serve 3 4 people depending hunger always go stupidly cold beer excellent service,3,5,"{'neg': 0.242, 'neu': 0.58, 'pos': 0.179, 'compound': -0.0772}"
1479,cameroon restaurant impeccable excellent service staff super attentive helpful cleanliness unbelievable place everything perfect spectacular food first quality ingredients plenty four people ordered dish served 2 3 could eat peace satisfied came back 5 ordered half dish ate took rest home really best places eat christmas,5,5,"{'neg': 0.0, 'neu': 0.567, 'pos': 0.433, 'compound': 0.9792}"
1480,best restaurant christmas great service atmosphere menu everything good menu favorites pastel camarao camarao canto mangue petit gateau,5,5,"{'neg': 0.0, 'neu': 0.5, 'pos': 0.5, 'compound': 0.9325}"
1481,good service excellent plenty food various options dishes fair price quality quantity,5,5,"{'neg': 0.0, 'neu': 0.503, 'pos': 0.497, 'compound': 0.836}"
1482,several times shrimps impossible see worth dishes generous food excellent quality lunch sharing executive dishes 3 people miss,5,5,"{'neg': 0.063, 'neu': 0.474, 'pos': 0.462, 'compound': 0.8779}"
1483,wonderful restaurant excellent service loved shrimp well served two people overall plentiful christmas food,5,5,"{'neg': 0.0, 'neu': 0.427, 'pos': 0.573, 'compound': 0.9246}"
1484,talk fantastic restaurant impeccable service quality ingredients used superior dishes incomparable flavor texture perfect seafood fair value mega pleasant environment,5,5,"{'neg': 0.0, 'neu': 0.427, 'pos': 0.573, 'compound': 0.9571}"
1485,may delay depending time day good food starters drinks delicious,4,4,"{'neg': 0.145, 'neu': 0.44, 'pos': 0.415, 'compound': 0.6486}"
1486,delicious shrimp dish 2 serves 4 people calmly good service fair price recommend,5,5,"{'neg': 0.0, 'neu': 0.305, 'pos': 0.695, 'compound': 0.9136}"
1487,great cuisine good service reasonable prices restaurant continues wellknown quality,5,5,"{'neg': 0.0, 'neu': 0.533, 'pos': 0.467, 'compound': 0.7906}"
1488,great restaurant average service varied menu interesting options shrimp dishes accompany vegetables risotto etc also good wine list,5,5,"{'neg': 0.0, 'neu': 0.607, 'pos': 0.393, 'compound': 0.8658}"
1489,specialist dishes shrimp seafood food top exquisite dishes classy service,4,5,"{'neg': 0.0, 'neu': 0.63, 'pos': 0.37, 'compound': 0.5719}"
1490,delicious food always order pastel camarao best pastel camarao worth visit,5,5,"{'neg': 0.0, 'neu': 0.449, 'pos': 0.551, 'compound': 0.8689}"
1491,opinion restaurant best shrimp christmas besides differentiated service arrive early probably wait less 30 minutes get depending daytime,4,5,"{'neg': 0.0, 'neu': 0.802, 'pos': 0.198, 'compound': 0.6369}"
1492,go restaurant beautiful place cool price food best life perfect,5,5,"{'neg': 0.0, 'neu': 0.299, 'pos': 0.701, 'compound': 0.9337}"
1493,excellent restaurant found natal ponta negra exceptional service food great quality great values excellent wines recommend,5,5,"{'neg': 0.0, 'neu': 0.325, 'pos': 0.675, 'compound': 0.9674}"
1494,friendly staff receptive fast service delicious food miss visiting natal super recommended,5,5,"{'neg': 0.075, 'neu': 0.33, 'pos': 0.594, 'compound': 0.9001}"
1495,food qualityexcellent servicesophisticated atmospheremy family love super recommend,5,5,"{'neg': 0.0, 'neu': 0.321, 'pos': 0.679, 'compound': 0.891}"
1496,excellent everything service cleanliness organization good taste dishes perfect service recommend perfect,5,5,"{'neg': 0.0, 'neu': 0.298, 'pos': 0.702, 'compound': 0.9477}"
1497,incredible restaurant wonderful service wellserved dishes make count addition dishes arrive quickly table return days trip eating different wonderful dishes,4,5,"{'neg': 0.0, 'neu': 0.709, 'pos': 0.291, 'compound': 0.8126}"
1498,excellent food also plentiful waiter advised executive ask already hotel take dessert also delicious shrimp came farm,4,5,"{'neg': 0.0, 'neu': 0.67, 'pos': 0.33, 'compound': 0.8126}"
1499,already know restaurant first day trip recommendation excellent service food great quality good value money,5,5,"{'neg': 0.0, 'neu': 0.456, 'pos': 0.544, 'compound': 0.9201}"
1500,already started well attended booking sent email saying celebration 2 years dating would like know table reserved romantic girl replied super attentive honest said restaurant great occasion yet recommended another restaurant fit exactly wanted course day could see affection standard service attentive wait 40 minutes table cause discomfort sat drinking wine eating better meal trip definitely come back next opportunity,5,5,"{'neg': 0.034, 'neu': 0.551, 'pos': 0.416, 'compound': 0.9833}"
1501,restaurant liked time however surprised quality service better service life push meters worries billing goal enjoyment shrimp salad absolutely wonderful professional name cleber everything offered suitable alternatives taste health white wine suitable harmonious perfection salad suggestion finished delicious came suggested interesting close gold key surprising dessert called aroma forest red fruits delicate combination cointreau made closing delicious dinner impressive alone arrived flight sao paulo service cleber set colleague flavio created sensation surrounded friends restaurants cuisine wines perfect people feel home welcome cameroon surprised new serve delicious food yes enchanted,5,5,"{'neg': 0.036, 'neu': 0.5, 'pos': 0.464, 'compound': 0.9947}"
1502,nice atmosphere great service dishes delicious fair price also optional children menu christmas favorites,5,5,"{'neg': 0.0, 'neu': 0.364, 'pos': 0.636, 'compound': 0.9403}"
1503,unbelievable standard restaurant reached several times quality seems increase continue offer affordable prices shrimp dishes seafood obviously highlights tried file dishes left something desired,4,5,"{'neg': 0.0, 'neu': 0.725, 'pos': 0.275, 'compound': 0.6808}"
1504,tasty food excellent service natal nice place eat come cameroon,5,5,"{'neg': 0.0, 'neu': 0.552, 'pos': 0.448, 'compound': 0.7579}"
1505,beautiful place service great food food always found vatapa food strong seasoning surprised vatapa shrimps delicious mango fish unmissable,5,5,"{'neg': 0.0, 'neu': 0.453, 'pos': 0.547, 'compound': 0.9509}"
1506,place several options lunch dinner affordable prices nighttime live music regional mpb lively people worth visiting,4,5,"{'neg': 0.0, 'neu': 0.745, 'pos': 0.255, 'compound': 0.5859}"
1507,best place world eat shrimp mouthwatering remember pastel shrimp serve starterprices great dishes well servedexecutive couple dish,5,5,"{'neg': 0.0, 'neu': 0.574, 'pos': 0.426, 'compound': 0.886}"
1508,nice place look tables upstairs less noisy good wine list perfect service friendly food great international regional demand definitely thought much less coconut bamboo sao paulo children old people want risk exotic taste perfect shot right,5,4,"{'neg': 0.093, 'neu': 0.462, 'pos': 0.446, 'compound': 0.9644}"
1509,exquisite several dishes originate name value dishes agreed delicacy served mandatory stop meet christmas,4,5,"{'neg': 0.122, 'neu': 0.556, 'pos': 0.322, 'compound': 0.3818}"
1510,good food super pleasant atmosphere reasonable price name says main dishes made shrimps super recommended,5,5,"{'neg': 0.0, 'neu': 0.388, 'pos': 0.612, 'compound': 0.9413}"
1511,tried shrimp corner mangue delicious dish excellent service waiter francismar super attentive people,5,5,"{'neg': 0.0, 'neu': 0.469, 'pos': 0.531, 'compound': 0.9062}"
1512,great food excellent service well served dishes ordered excellent international shrimp dish,5,5,"{'neg': 0.0, 'neu': 0.37, 'pos': 0.63, 'compound': 0.9274}"
1513,wonderful food ambience good taste differentiated service loved recommend group friends everyone delighted,5,5,"{'neg': 0.0, 'neu': 0.265, 'pos': 0.735, 'compound': 0.9607}"
1514,shrimps 1906 satisfied impeccable service hungry dinner served also ordered shrimp flower executive salt finding enough mother however realized dish would serve 3 people dinner well served quantity quality even perfect rice highly recommend value money great save mistake dish costs 8900,5,5,"{'neg': 0.042, 'neu': 0.581, 'pos': 0.376, 'compound': 0.9582}"
1515,romantic dinner surprised beautiful place cozy great service fast demagoguery best dish shrimp ate life dessert another unforgettable experience dish 4 easily leftovers took home beautiful bag loved beautiful cellar loved recommend,5,5,"{'neg': 0.0, 'neu': 0.349, 'pos': 0.651, 'compound': 0.9893}"
1516,restaurant good atmosphere 4 different spaces choose want stay 4 ordered shrimp dijon 11900 serves perfectly 4 people large dish order arrived less 15 minutes delicious macaron dessert impeccable friendly waiters serve well bill comes 10 paid calmly really worth,5,5,"{'neg': 0.0, 'neu': 0.573, 'pos': 0.427, 'compound': 0.9619}"
1517,entry barrier coconut bamboo highlevel restaurant excellent costbenefit ratio impeccable service varied cuisine excellent wine list work executive dishes well served,5,5,"{'neg': 0.054, 'neu': 0.607, 'pos': 0.339, 'compound': 0.8402}"
1518,best restaurants christmas boyfriend super well attended waiter jonatas ate catupiry file wonderful desserts take breath away pleasant space luxurious highly recommend,5,5,"{'neg': 0.0, 'neu': 0.445, 'pos': 0.555, 'compound': 0.9638}"
1519,excellent food gastronomic quality first world recommend tourists come christmas holidays,5,5,"{'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.8316}"
1520,starter desserts wonderful food excellent service caveat long wait worth asking starter,5,4,"{'neg': 0.0, 'neu': 0.492, 'pos': 0.508, 'compound': 0.8519}"
1521,top notch restaurant impeccable food extremely elegant atmosphere cozy beautiful place great taste simply highly recommend coming christmas eat shrimps go regret,5,5,"{'neg': 0.08, 'neu': 0.46, 'pos': 0.46, 'compound': 0.9214}"
1522,excellent experience good service fair price quality quantity dishes fresh seafood tasty remember special breaded shrimp ate gods,5,5,"{'neg': 0.0, 'neu': 0.483, 'pos': 0.517, 'compound': 0.9169}"
1523,dishes well served tasty high standard service affordable prices,3,5,"{'neg': 0.0, 'neu': 0.792, 'pos': 0.208, 'compound': 0.2732}"
1524,top restaurant natal wonderful food excellent quality perfect service tastes nationalities recommend,5,5,"{'neg': 0.0, 'neu': 0.312, 'pos': 0.688, 'compound': 0.9371}"
1525,good super recommended delicious chef shrimp liked service intend return,5,5,"{'neg': 0.0, 'neu': 0.249, 'pos': 0.751, 'compound': 0.9337}"
1526,excellent restaurant spacious atmosphere charming cozy friendly service would go back recommend,5,5,"{'neg': 0.0, 'neu': 0.377, 'pos': 0.623, 'compound': 0.9217}"
1527,great food fair price everything well done cortez service lobster options well served,5,4,"{'neg': 0.0, 'neu': 0.459, 'pos': 0.541, 'compound': 0.8625}"
1528,excellent service wonderful food exquisite place definitely back worth visiting,5,5,"{'neg': 0.0, 'neu': 0.333, 'pos': 0.667, 'compound': 0.9001}"
1529,parents husband like delicious food well served exceptional service,5,5,"{'neg': 0.0, 'neu': 0.42, 'pos': 0.58, 'compound': 0.8074}"
1530,restaurant wonderful gastronomic experience reception service decoration main food extremely tastyno flaws let shrimp go,4,5,"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.5719}"
1531,super refined place service rating 10 delicious dishes way camaroes restaurant always good choice,5,5,"{'neg': 0.0, 'neu': 0.512, 'pos': 0.488, 'compound': 0.8885}"
1532,excellent restaurant diverse options fair price high standard service ordered international shrimp simply perfect delicious,5,5,"{'neg': 0.0, 'neu': 0.451, 'pos': 0.549, 'compound': 0.9246}"
1533,always come back,3,5,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1534,continues wonderful every time go christmas lunch every time surprise people positively dishes atmosphere service rating 100000,5,5,"{'neg': 0.0, 'neu': 0.603, 'pos': 0.397, 'compound': 0.8481}"
1535,simply perfect words describe restaurant super cozy place excellent service,5,5,"{'neg': 0.0, 'neu': 0.383, 'pos': 0.617, 'compound': 0.9062}"
1536,good food price city good service lack space children weekends holidays long queues,5,4,"{'neg': 0.117, 'neu': 0.457, 'pos': 0.426, 'compound': 0.7269}"
1537,comments recommend writing able post word sums fantastic restaurant,5,5,"{'neg': 0.0, 'neu': 0.534, 'pos': 0.466, 'compound': 0.7269}"
1538,excellent service super attentive pleasant atmosphere slightly high price good food think excellent,5,4,"{'neg': 0.0, 'neu': 0.317, 'pos': 0.683, 'compound': 0.9534}"
1539,050619 environment service food everything amazing waiter wonderful kind gentleman friendly loved everything,5,5,"{'neg': 0.0, 'neu': 0.308, 'pos': 0.692, 'compound': 0.9584}"
1540,privileged location ponta negra giant variety fantastic prices service rating 10 unique otherwise options individual dishes worth,5,5,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.8126}"
1541,already christmas 2012 shrimps custom go christmas surprise 2012 thought food better time everything wonderful place beautiful service rating 10 food expected little rating 91,5,4,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.9118}"
1542,perfect food wonderful place super attentive communicative staff loved place believe best christmas,5,5,"{'neg': 0.0, 'neu': 0.292, 'pos': 0.708, 'compound': 0.9657}"
1543,excellent chain restaurant camaroes natal impeccable service variety delicious dishes pleasant space good decoration good value money,5,5,"{'neg': 0.0, 'neu': 0.368, 'pos': 0.632, 'compound': 0.9578}"
1544,unmissable restaurant local reference fair price excellent food excellent service try seafood worth visit meat desserts,5,5,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.891}"
1545,fair price quality service varied dishes camerao genipapeiro easily serves 4 people,4,4,"{'neg': 0.0, 'neu': 0.657, 'pos': 0.343, 'compound': 0.5719}"
1546,sophisticated atmospheregood servicebeautiful housegood prices standard house disheslarge porks waiter suggested ordering executive enough two still leftovers recommend shrimp caprese starter back,4,5,"{'neg': 0.0, 'neu': 0.766, 'pos': 0.234, 'compound': 0.7269}"
1547,type restaurant always want come back atmosphere pleasant familiar staff super well prepared doors present incredible flavors,5,4,"{'neg': 0.0, 'neu': 0.49, 'pos': 0.51, 'compound': 0.8885}"
1548,restaurant irmao gemeo restaurant camoes potiguar best christmas recommend always come back christmas,5,5,"{'neg': 0.0, 'neu': 0.621, 'pos': 0.379, 'compound': 0.7717}"
1549,best milanese shrimp ever tasted sesame pasta simply incredible little expensive worth quality service,4,5,"{'neg': 0.0, 'neu': 0.673, 'pos': 0.327, 'compound': 0.7024}"
1550,excellent restaurant spectacular food cozy atmosphere fair price great service ideal meals family business romantic dinner,5,5,"{'neg': 0.0, 'neu': 0.404, 'pos': 0.596, 'compound': 0.9451}"
1551,great location ponta negra beach excellent service wonderful food super pleasant atmosphere,5,5,"{'neg': 0.0, 'neu': 0.272, 'pos': 0.728, 'compound': 0.9623}"
1552,restaurant pleasant atmosphere good decoration tables close excellent food well presented local cuisine portions large well presented service quick cuts options drinks juices wines good prices adequate short let go,5,5,"{'neg': 0.051, 'neu': 0.51, 'pos': 0.439, 'compound': 0.9403}"
1553,great place eat seafood dishes high price worth flavor service charge 10,5,5,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.7184}"
1554,person allergy shrimps eat restaurant called shrimps eating hahaha go christmas dinner famous restaurant regret decision loved dinner ordered file parmigiana extravaganza amount huge file good hungry file comes large plate rice served dish frequency come see want juice ordered pineapple mint fabulous delicious respect service believe could less formal unfriendly say unfriendly staff serious ate fish beach stay decided eat different fish shrimps regret wanted try fish shrimps shame let go restaurant last night respect parking street back entrance restaurant lot rain although employee cameroon kind us even car umbrella car restaurant rain already starting cameroon street hotel staying recommend dinner restaurant,4,5,"{'neg': 0.108, 'neu': 0.644, 'pos': 0.248, 'compound': 0.9626}"
1555,incredible atmosphere exceptional service count fabulous dinner order came super quickly tasted,5,5,"{'neg': 0.0, 'neu': 0.578, 'pos': 0.422, 'compound': 0.8074}"
1556,wonderful experience spent three days christmas shrimp twice good food well prepared ingredients good quality service rating part 10,5,5,"{'neg': 0.0, 'neu': 0.509, 'pos': 0.491, 'compound': 0.91}"
1557,sure best restaurants city always maintaining quality food independent service store served full day less movement recommend executive dishes go double restaurant suggestion suggest tasting menu,4,5,"{'neg': 0.0, 'neu': 0.725, 'pos': 0.275, 'compound': 0.8281}"
1558,good extraordinary make look alone paid 70 value worth visiting,4,3,"{'neg': 0.132, 'neu': 0.395, 'pos': 0.474, 'compound': 0.6369}"
1559,delicious food good service friendly waiters two recommend executive dishes full portions huge,5,4,"{'neg': 0.0, 'neu': 0.354, 'pos': 0.646, 'compound': 0.9274}"
1560,best christmas restaurants tasty food worth price pay would definitely come back,5,5,"{'neg': 0.077, 'neu': 0.44, 'pos': 0.484, 'compound': 0.8126}"
1561,delicious dishes excellent service going years never disappoints miss pastel camarao,5,5,"{'neg': 0.0, 'neu': 0.388, 'pos': 0.612, 'compound': 0.8758}"
1562,excellent restaurant delicious dishes well served worth taking family friends celebrate birthdays etc,5,5,"{'neg': 0.0, 'neu': 0.278, 'pos': 0.722, 'compound': 0.9531}"
1563,excellent restaurant pleasant atmosphere cozy food excellent service impeccable fair price,5,5,"{'neg': 0.0, 'neu': 0.35, 'pos': 0.65, 'compound': 0.9186}"
1564,trip recommendation good food reasonable price service 10 serve desserts diet option,4,4,"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.4404}"
1565,ameiii restaurant well served dishes fair price delicious desserts ambiance good service,5,5,"{'neg': 0.0, 'neu': 0.421, 'pos': 0.579, 'compound': 0.875}"
1566,good go back restaurant years ago christmas find taste excellent first service,5,5,"{'neg': 0.0, 'neu': 0.602, 'pos': 0.398, 'compound': 0.765}"
1567,wonderful dinner accompanied good wine excellent service special waiter luis friendliness super attentive helpful,5,5,"{'neg': 0.0, 'neu': 0.236, 'pos': 0.764, 'compound': 0.9709}"
1568,met expectations regarding location tasty food excellent service doubt best restaurant christmas,5,5,"{'neg': 0.129, 'neu': 0.464, 'pos': 0.407, 'compound': 0.7506}"
1569,excellent food super tasty seasoning measured remembering homemade food best dishes shrimp tried super fast service attentive waiter suggested ordering starter dish would come quickly well served like sincerity always good receive super pleasant atmosphere,5,5,"{'neg': 0.0, 'neu': 0.461, 'pos': 0.539, 'compound': 0.984}"
1570,dinner 1905 excellent service phenomenal food highly recommend,5,5,"{'neg': 0.0, 'neu': 0.48, 'pos': 0.52, 'compound': 0.7574}"
1571,excellent dishes fair price dishes serve 4 people great service drinks fair price christmas mandatory visit,5,5,"{'neg': 0.0, 'neu': 0.422, 'pos': 0.578, 'compound': 0.9136}"
1572,passionate restaurant dishes super well served tasty top serves 4 adults well values range 12000 15000 dishes highly recommend,5,5,"{'neg': 0.0, 'neu': 0.369, 'pos': 0.631, 'compound': 0.9501}"
1573,restaurant excellent dishes different types seafood cozy pleasant atmosphere good company family good,5,5,"{'neg': 0.0, 'neu': 0.413, 'pos': 0.587, 'compound': 0.9153}"
1574,perfect restaurant beautiful place impeccable service fast food delicious say best risotto best dessert life loved,5,5,"{'neg': 0.0, 'neu': 0.298, 'pos': 0.702, 'compound': 0.9766}"
1575,super restaurant perfect service beautiful atmosphere delicious food christmas let go good,5,5,"{'neg': 0.0, 'neu': 0.279, 'pos': 0.721, 'compound': 0.959}"
1576,excellent option best seafood chain christmas recommend locals tourists potiguares lands,5,5,"{'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.886}"
1577,beautiful restaurant waiters super polite attentive wonderful food ordered shrimp bonfim sensational rating 10,5,5,"{'neg': 0.0, 'neu': 0.489, 'pos': 0.511, 'compound': 0.91}"
1578,best restaurant top service cozy place delicious food super recommend worth,5,5,"{'neg': 0.0, 'neu': 0.217, 'pos': 0.783, 'compound': 0.9517}"
1579,excellent restaurant affordable price dish 110 reais shrimp large quantity serves 3 people service excellent atmosphere also loved,5,5,"{'neg': 0.0, 'neu': 0.553, 'pos': 0.447, 'compound': 0.9062}"
1580,best pastry shrimp universe dishes delicious addition varied flavors caipifrutas shrimp allergic tastes meat fish dishes also leave desire flavor,5,5,"{'neg': 0.117, 'neu': 0.517, 'pos': 0.366, 'compound': 0.8481}"
1581,good service impeccable service dishes 3 people 4 quality excellent food prices fairwho christmas meet,5,5,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.765}"
1582,delicious dishes delicious atmosphere exceptional service come ponta negra must visit,5,5,"{'neg': 0.0, 'neu': 0.549, 'pos': 0.451, 'compound': 0.8126}"
1583,think fantastic restaurant divine food excellent prices super attentive waiters first class structure,5,5,"{'neg': 0.0, 'neu': 0.378, 'pos': 0.622, 'compound': 0.9413}"
1584,excellent food cozy atmosphere private parking friendly efficient service recommend,5,5,"{'neg': 0.0, 'neu': 0.33, 'pos': 0.67, 'compound': 0.9042}"
1585,excellent service dessert bonfim shrimp dish wonderful tasty dessert romeo julieta rating 10 quick service fair price quality end worth,5,5,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.891}"
1586,camaroes restaurant quality unique flavor sophisticated dishes good cozy atmosphere taste want,5,5,"{'neg': 0.0, 'neu': 0.536, 'pos': 0.464, 'compound': 0.7783}"
1587,nice place friendly staff efficient good starters meals desserts risotto lemon shrimp favorite christmas rn highly recommend,5,4,"{'neg': 0.0, 'neu': 0.386, 'pos': 0.614, 'compound': 0.9476}"
1588,spectacular restaurant dishes always waiters always requested spectacular cuisine,3,5,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
1589,always good several times shrimps always delicious dishes served main dish logically shrimp dishes although meat dishes also excellent,5,5,"{'neg': 0.0, 'neu': 0.608, 'pos': 0.392, 'compound': 0.8834}"
1590,restaurant always maintains quality spacious environment pleasant always people celebrating birthdays unique size exaggerated dishes kids menu always go husband stay starters enough like executive menu serves two people well,4,5,"{'neg': 0.037, 'neu': 0.658, 'pos': 0.305, 'compound': 0.8807}"
1591,excellent restaurant decoration impeccable service tasty dishes well prepared drinks speak typical regional food although prices salty,5,5,"{'neg': 0.0, 'neu': 0.645, 'pos': 0.355, 'compound': 0.7717}"
